Gene_Name,F-Statistic,p-value (ANOVA),Chi-Square Statistic,p-value (Chi-Squared Test),Correlation Coefficient,p-value (Pearson Correlation)
CCL5.3,5.856664718015822,1.2491305338523008e-06,5.843776305521181,0.6647261995605247,0.25333191672560096,0.0005398822712850351
TERF2IP,5.853992590828983,1.258411538351903e-06,0.410472941250048,0.9999372307061161,-0.17919524474540924,0.015216813222233786
LRRN2,5.845180564367468,1.2895119898671348e-06,9.973366381232848,0.2669002286054324,-0.10240665947472553,0.16775034372634273
FOXJ3,5.842628470569743,1.2986625673595934e-06,0.32075360813746956,0.9999757459271601,-0.34697938540931994,1.4940177449114888e-06
PALM,5.840599800057134,1.305982933501933e-06,4.28467517110312,0.8305691497232762,-0.2375104404818108,0.00120616353813252
ASGR1,5.8386905751571225,1.3129101603826092e-06,8.364552410159972,0.39869349702476126,0.242768418114191,0.000928685949776452
YES1.3,5.8350638921920055,1.3261706849650472e-06,4.830997692272467,0.7754772160531965,-0.19175679796078873,0.009310410043527362
YES1.1,5.8350638921920055,1.3261706849650472e-06,4.830997692272467,0.7754772160531965,-0.19175679796078873,0.009310410043527362
PAICS,5.83191139675847,1.3378067060631434e-06,1.0220512377179296,0.9981051802408981,-0.2928224407080384,5.7554920153671206e-05
PAICS.2,5.83191139675847,1.3378067060631434e-06,1.0220512377179296,0.9981051802408981,-0.2928224407080384,5.7554920153671206e-05
CEBPD,5.8282950164801415,1.3512813677250928e-06,4.733363474787779,0.7856573052110984,0.37885725858726227,1.2336073264108924e-07
ATF4,5.8241817522793164,1.366773293780984e-06,0.3221271589580827,0.9999753412799107,-0.04671352910632448,0.5300420946049587
LOC554174,5.812653043320728,1.4111521305645762e-06,7.564657615714107,0.477106854041793,0.20055242912420437,0.0064859507419158515
HHEX,5.812099939055522,1.4133172958784124e-06,0.6073738825641355,0.9997216924671911,-0.3696941421508664,2.597787407099494e-07
ARF3,5.811394244627234,1.416084633600069e-06,0.4797482746428723,0.9998860486604358,0.11562508084094796,0.11907648347791747
ARF3.2,5.811394244627234,1.416084633600069e-06,0.4797482746428723,0.9998860486604358,0.11562508084094796,0.11907648347791747
LOC389906.5,5.810556144056526,1.4193782682505158e-06,2.5515724043190953,0.9592826237239034,-0.324107979499715,7.611677220074816e-06
LOC389906.9,5.810556144056526,1.4193782682505158e-06,2.5515724043190953,0.9592826237239034,-0.324107979499715,7.611677220074816e-06
LOC389906.1,5.810556144056526,1.4193782682505158e-06,2.5515724043190953,0.9592826237239034,-0.324107979499715,7.611677220074816e-06
LOC389906.13,5.810556144056526,1.4193782682505158e-06,2.5515724043190953,0.9592826237239034,-0.324107979499715,7.611677220074816e-06
CCL20,5.809981623516103,1.421640511196091e-06,8.212269216670194,0.41301467293299776,0.17035426956308433,0.021133106741259886
VDR.3,5.807261878163808,1.4323991057536786e-06,7.002633190628254,0.5363485924994928,0.3540527735691227,8.791356820642262e-07
VDR,5.807261878163808,1.4323991057536786e-06,7.002633190628254,0.5363485924994928,0.3540527735691227,8.791356820642262e-07
VDR.6,5.807261878163808,1.4323991057536786e-06,7.002633190628254,0.5363485924994928,0.3540527735691227,8.791356820642262e-07
LACTB,5.806078255160898,1.4371067208513475e-06,1.7786503308155082,0.9870620474855933,0.27268525169370506,0.00018803947192267648
LACTB.2,5.806078255160898,1.4371067208513475e-06,1.7786503308155082,0.9870620474855933,0.27268525169370506,0.00018803947192267648
GABARAP,5.8022435405889565,1.452465548705818e-06,0.672250304297522,0.9995929217813707,0.1935837954423436,0.008647251617614999
TGOLN2.4,5.801829574101768,1.4541334036092821e-06,1.0181057040154082,0.9981313758746813,0.29027016347744083,6.72083867957328e-05
TGOLN2.1,5.801829574101768,1.4541334036092821e-06,1.0181057040154082,0.9981313758746813,0.29027016347744083,6.72083867957328e-05
TGOLN2.7,5.801829574101768,1.4541334036092821e-06,1.0181057040154082,0.9981313758746813,0.29027016347744083,6.72083867957328e-05
CKAP4,5.799194903263631,1.4647935854437545e-06,4.067422152094379,0.8509897082537763,0.37568345914052137,1.6007753307394842e-07
CKAP4.2,5.799194903263631,1.4647935854437545e-06,4.067422152094379,0.8509897082537763,0.37568345914052137,1.6007753307394842e-07
KIF2A.1,5.79467256059016,1.4832749159247683e-06,0.8057047927314451,0.9992031640439544,-0.24226316306167026,0.0009525451733836975
KIF2A.3,5.79467256059016,1.4832749159247683e-06,0.8057047927314451,0.9992031640439544,-0.24226316306167026,0.0009525451733836975
NUDT4.2,5.790595203478124,1.5001385264537067e-06,1.2208351799991626,0.9964317917281034,0.23750905759801907,0.001206245580257868
NUDT4,5.790595203478124,1.5001385264537067e-06,1.2208351799991626,0.9964317917281034,0.23750905759801907,0.001206245580257868
RANBP2.7,5.787902888927653,1.5113791895316606e-06,0.7048783671494981,0.9995142537244638,-0.32541516083522504,6.9594793786345695e-06
RANBP2.4,5.787902888927653,1.5113791895316606e-06,0.7048783671494981,0.9995142537244638,-0.32541516083522504,6.9594793786345695e-06
